city,latitude,longitude,date,temperature_max,temperature_min,precipitation
Tameslouht,31.5,-8.125,2026-09-17,29.6,18.2,0.0
Tameslouht,31.5,-8.125,2026-09-18,31.1,18.7,0.0
Tameslouht,31.5,-8.125,2026-09-19,35.6,20.7,0.0
Tameslouht,31.5,-8.125,2026-09-20,38.2,23.5,0.0
Tameslouht,31.5,-8.125,2026-09-21,33.5,23.9,0.3
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-15,31.8,20.8,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-16,28.4,20.3,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-17,28.0,18.3,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-18,29.5,15.8,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-19,36.3,16.9,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-20,38.1,22.8,0.0
Sidi Yahia El Gharb,34.3125,-6.3125,2026-09-21,37.1,23.2,0.0
Chichaoua,31.5625,-8.75,2026-09-15,38.7,25.2,0.0
Chichaoua,31.5625,-8.75,2026-09-16,34.9,21.2,0.0
Chichaoua,31.5625,-8.75,2026-09-17,30.0,18.2,0.0
Chichaoua,31.5625,-8.75,2026-09-18,31.6,18.4,0.0
Chichaoua,31.5625,-8.75,2026-09-19,35.2,19.4,0.0
Chichaoua,31.5625,-8.75,2026-09-20,36.3,23.6,0.0
Chichaoua,31.5625,-8.75,2026-09-21,34.5,23.4,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-15,36.5,24.7,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-16,33.0,19.0,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-17,29.1,17.2,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-18,30.2,17.6,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-19,34.8,19.4,0.0
Al ’Attawia,31.8125,-7.3125,2026-09-20,37.0,22.3,0.3
Al ’Attawia,31.8125,-7.3125,2026-09-21,35.0,20.2,0.9
Tabount,30.875,-6.9375,2026-09-15,31.9,22.5,0.0
Tabount,30.875,-6.9375,2026-09-16,33.5,19.5,0.0
Tabount,30.875,-6.9375,2026-09-17,32.5,20.2,0.8
Tabount,30.875,-6.9375,2026-09-18,31.9,19.0,0.0
Tabount,30.875,-6.9375,2026-09-19,32.7,20.9,0.0
Tabount,30.875,-6.9375,2026-09-20,33.7,22.8,0.0
Tabount,30.875,-6.9375,2026-09-21,31.3,20.4,0.6
Zaïo,34.9375,-2.75,2026-09-15,30.3,18.6,0.0
Zaïo,34.9375,-2.75,2026-09-16,33.3,19.6,0.0
Zaïo,34.9375,-2.75,2026-09-17,27.1,19.6,0.0
Zaïo,34.9375,-2.75,2026-09-18,27.4,20.2,0.0
Zaïo,34.9375,-2.75,2026-09-19,27.6,19.7,0.0
Zaïo,34.9375,-2.75,2026-09-20,26.9,20.1,0.0
Zaïo,34.9375,-2.75,2026-09-21,27.1,20.9,0.0
Aguelmous,33.125,-5.8125,2026-09-15,32.7,19.1,0.0
Aguelmous,33.125,-5.8125,2026-09-16,29.3,16.2,0.0
Aguelmous,33.125,-5.8125,2026-09-17,29.0,15.9,0.0
Aguelmous,33.125,-5.8125,2026-09-18,29.1,14.9,0.0
Aguelmous,33.125,-5.8125,2026-09-19,31.8,17.2,0.0
Aguelmous,33.125,-5.8125,2026-09-20,32.4,19.6,0.0
Aguelmous,33.125,-5.8125,2026-09-21,32.4,20.1,0.0
Asilah,35.5,-6.0,2026-09-15,32.1,21.0,0.0
Asilah,35.5,-6.0,2026-09-16,25.0,19.5,0.0
Asilah,35.5,-6.0,2026-09-17,24.4,18.8,0.0
Asilah,35.5,-6.0,2026-09-18,26.6,16.9,0.0
Asilah,35.5,-6.0,2026-09-19,29.4,22.1,0.0
Asilah,35.5,-6.0,2026-09-20,33.7,23.4,0.0
Asilah,35.5,-6.0,2026-09-21,33.8,24.4,0.0
Imzouren,35.125,-3.875,2026-09-15,27.1,19.8,0.0
Imzouren,35.125,-3.875,2026-09-16,29.5,20.8,0.0
Imzouren,35.125,-3.875,2026-09-17,26.0,19.3,0.0
Imzouren,35.125,-3.875,2026-09-18,26.3,18.6,0.0
Imzouren,35.125,-3.875,2026-09-19,29.3,18.7,0.0
Imzouren,35.125,-3.875,2026-09-20,28.9,21.0,0.0
Imzouren,35.125,-3.875,2026-09-21,28.1,21.9,0.0
Mediouna,33.4375,-7.5,2026-09-15,33.5,20.8,0.0
Mediouna,33.4375,-7.5,2026-09-16,28.1,19.4,0.0
Mediouna,33.4375,-7.5,2026-09-17,27.6,18.7,0.0
Mediouna,33.4375,-7.5,2026-09-18,28.9,16.6,0.0
Mediouna,33.4375,-7.5,2026-09-19,31.3,17.4,0.0
Mediouna,33.4375,-7.5,2026-09-20,30.7,20.8,0.0
Mediouna,33.4375,-7.5,2026-09-21,29.3,20.5,0.0
Demnat,31.75,-7.0625,2026-09-15,33.5,21.6,0.0
Demnat,31.75,-7.0625,2026-09-16,30.0,17.6,0.0
Demnat,31.75,-7.0625,2026-09-17,26.4,15.6,0.0
Demnat,31.75,-7.0625,2026-09-18,27.6,15.4,0.0
Demnat,31.75,-7.0625,2026-09-19,32.1,18.5,0.0
Demnat,31.75,-7.0625,2026-09-20,34.1,22.1,0.3
Demnat,31.75,-7.0625,2026-09-21,32.4,19.9,0.6
Aïn Taoujdat,33.9375,-5.1875,2026-09-15,34.0,22.3,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-16,31.3,19.9,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-17,28.3,18.2,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-18,30.2,17.0,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-19,33.3,18.9,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-20,34.8,20.5,0.0
Aïn Taoujdat,33.9375,-5.1875,2026-09-21,34.2,19.8,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-15,35.5,21.5,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-16,28.7,19.4,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-17,27.8,18.4,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-18,29.5,18.4,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-19,32.2,17.6,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-20,35.2,21.0,0.0
Sidi Smai’il,32.8125,-8.5,2026-09-21,30.1,19.5,0.0
Moulay Bousselham,34.875,-6.25,2026-09-15,27.6,19.4,0.0
Moulay Bousselham,34.875,-6.25,2026-09-16,25.5,19.2,0.0
Moulay Bousselham,34.875,-6.25,2026-09-17,25.1,18.7,0.0
Moulay Bousselham,34.875,-6.25,2026-09-18,25.8,17.7,0.0
Moulay Bousselham,34.875,-6.25,2026-09-19,30.7,18.2,0.0
Moulay Bousselham,34.875,-6.25,2026-09-20,37.3,19.8,0.0
Moulay Bousselham,34.875,-6.25,2026-09-21,34.0,19.5,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-15,34.6,20.8,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-16,29.9,19.6,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-17,29.7,18.8,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-18,31.9,16.0,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-19,36.6,18.3,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-20,38.3,24.1,0.0
Mechraa Bel Ksiri,34.5625,-5.9375,2026-09-21,37.0,23.9,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-15,35.7,22.4,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-16,31.4,19.5,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-17,30.7,19.4,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-18,32.3,16.9,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-19,36.4,20.3,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-20,37.6,24.4,0.0
Souk et Tnine Jorf el Mellah,34.5,-5.5,2026-09-21,36.5,24.0,0.0
Zeghanghane,35.125,-3.0,2026-09-15,28.4,19.4,0.0
Zeghanghane,35.125,-3.0,2026-09-16,31.9,18.8,0.0
Zeghanghane,35.125,-3.0,2026-09-17,26.9,18.8,0.0
Zeghanghane,35.125,-3.0,2026-09-18,26.0,21.1,0.3
Zeghanghane,35.125,-3.0,2026-09-19,25.8,21.5,0.0
Zeghanghane,35.125,-3.0,2026-09-20,26.1,22.0,0.0
Zeghanghane,35.125,-3.0,2026-09-21,26.0,22.2,0.0
Oulad Barhil,30.625,-8.5,2026-09-15,38.7,25.4,0.0
Oulad Barhil,30.625,-8.5,2026-09-16,36.4,22.3,0.0
Oulad Barhil,30.625,-8.5,2026-09-17,29.7,18.1,0.0
Oulad Barhil,30.625,-8.5,2026-09-18,31.2,17.8,0.0
Oulad Barhil,30.625,-8.5,2026-09-19,37.6,20.7,0.0
Oulad Barhil,30.625,-8.5,2026-09-20,38.7,23.4,0.0
Oulad Barhil,30.625,-8.5,2026-09-21,36.3,21.3,0.0
Bir Jdid,33.375,-8.0,2026-09-15,29.6,20.8,0.0
Bir Jdid,33.375,-8.0,2026-09-16,26.1,20.0,0.0
Bir Jdid,33.375,-8.0,2026-09-17,26.4,18.5,0.0
Bir Jdid,33.375,-8.0,2026-09-18,26.7,19.4,0.0
Bir Jdid,33.375,-8.0,2026-09-19,28.2,18.9,0.0
Bir Jdid,33.375,-8.0,2026-09-20,31.3,20.8,0.0
Bir Jdid,33.375,-8.0,2026-09-21,29.5,20.0,0.0
Bou Arfa,32.5,-1.9375,2026-09-15,32.0,20.1,0.4
Bou Arfa,32.5,-1.9375,2026-09-16,29.5,19.1,0.0
Bou Arfa,32.5,-1.9375,2026-09-17,29.4,17.6,0.3
Bou Arfa,32.5,-1.9375,2026-09-18,29.2,18.4,0.1
Bou Arfa,32.5,-1.9375,2026-09-19,28.4,18.9,0.0
Bou Arfa,32.5,-1.9375,2026-09-20,30.8,19.5,2.4
Bou Arfa,32.5,-1.9375,2026-09-21,22.2,18.5,10.4
Tahannawt,31.375,-7.9375,2026-09-15,33.2,22.5,0.0
Tahannawt,31.375,-7.9375,2026-09-16,30.7,18.6,0.0
Tahannawt,31.375,-7.9375,2026-09-17,26.5,15.7,0.0
Tahannawt,31.375,-7.9375,2026-09-18,28.0,15.4,0.0
Tahannawt,31.375,-7.9375,2026-09-19,32.2,18.2,0.0
Tahannawt,31.375,-7.9375,2026-09-20,35.1,21.7,0.0
Tahannawt,31.375,-7.9375,2026-09-21,31.4,20.3,0.3
Arfoud,31.4375,-4.25,2026-09-15,36.9,25.0,2.5
Arfoud,31.4375,-4.25,2026-09-16,34.4,22.6,0.0
Arfoud,31.4375,-4.25,2026-09-17,32.7,23.4,0.3
Arfoud,31.4375,-4.25,2026-09-18,33.6,20.6,0.0
Arfoud,31.4375,-4.25,2026-09-19,33.6,23.0,0.0
Arfoud,31.4375,-4.25,2026-09-20,35.4,24.0,0.0
Arfoud,31.4375,-4.25,2026-09-21,32.1,23.3,0.9
Tahla,34.0625,-4.4375,2026-09-15,34.4,21.0,0.0
Tahla,34.0625,-4.4375,2026-09-16,31.0,20.1,0.0
Tahla,34.0625,-4.4375,2026-09-17,29.3,17.4,0.0
Tahla,34.0625,-4.4375,2026-09-18,30.8,17.1,0.0
Tahla,34.0625,-4.4375,2026-09-19,32.1,19.7,0.0
Tahla,34.0625,-4.4375,2026-09-20,33.2,22.0,0.0
Tahla,34.0625,-4.4375,2026-09-21,32.4,22.2,0.0
Missour,33.0625,-4.0,2026-09-15,35.4,20.6,0.0
Missour,33.0625,-4.0,2026-09-16,32.5,19.1,0.0
Missour,33.0625,-4.0,2026-09-17,30.6,17.5,0.5
Missour,33.0625,-4.0,2026-09-18,29.5,16.5,0.0
Missour,33.0625,-4.0,2026-09-19,29.8,17.6,0.9
Missour,33.0625,-4.0,2026-09-20,30.8,18.3,0.0
Missour,33.0625,-4.0,2026-09-21,30.0,18.5,1.2
Sidi Lmokhtar,31.5625,-9.0,2026-09-15,38.6,24.8,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-16,34.4,20.8,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-17,29.6,17.7,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-18,31.1,17.8,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-19,34.9,19.0,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-20,34.8,23.3,0.0
Sidi Lmokhtar,31.5625,-9.0,2026-09-21,32.8,20.9,0.0
Douar Toulal,33.875,-5.625,2026-09-15,33.7,21.8,0.0
Douar Toulal,33.875,-5.625,2026-09-16,30.4,18.9,0.0
Douar Toulal,33.875,-5.625,2026-09-17,28.2,17.6,0.0
Douar Toulal,33.875,-5.625,2026-09-18,30.0,16.3,0.0
Douar Toulal,33.875,-5.625,2026-09-19,34.1,18.5,0.0
Douar Toulal,33.875,-5.625,2026-09-20,35.4,22.2,0.0
Douar Toulal,33.875,-5.625,2026-09-21,34.8,20.7,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-15,38.7,25.5,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-16,34.9,21.7,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-17,31.9,17.7,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-18,33.3,18.8,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-19,37.4,20.5,0.0
Oulad Yaïch,32.4375,-6.3125,2026-09-20,38.1,26.6,0.3
Oulad Yaïch,32.4375,-6.3125,2026-09-21,36.8,27.8,0.9
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-15,36.0,20.5,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-16,32.0,17.0,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-17,30.4,16.6,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-18,31.5,15.3,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-19,35.1,18.4,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-20,37.2,23.2,0.0
Zawyat ech Cheïkh,32.6875,-5.9375,2026-09-21,35.4,21.6,0.6
Imi-n-Tanout,31.1875,-8.875,2026-09-15,33.6,24.7,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-16,30.4,19.0,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-17,25.3,16.5,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-18,27.0,16.2,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-19,31.0,19.8,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-20,33.5,24.2,0.0
Imi-n-Tanout,31.1875,-8.875,2026-09-21,31.2,22.7,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-15,38.3,24.6,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-16,31.3,20.5,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-17,28.3,18.2,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-18,31.3,18.2,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-19,33.9,17.9,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-20,30.6,21.1,0.0
Sebt Gzoula,32.125,-9.0625,2026-09-21,27.2,18.7,0.0
Tifariti,26.18629,-10.559204,2026-09-15,38.0,26.0,0.0
Tifariti,26.18629,-10.559204,2026-09-16,38.2,23.4,0.0
Tifariti,26.18629,-10.559204,2026-09-17,31.8,18.2,0.0
Tifariti,26.18629,-10.559204,2026-09-18,29.7,16.1,0.0
Tifariti,26.18629,-10.559204,2026-09-19,30.8,16.1,0.0
Tifariti,26.18629,-10.559204,2026-09-20,37.4,19.0,0.0
Tifariti,26.18629,-10.559204,2026-09-21,38.6,23.2,0.0
